"content","date","good_ID","good_name","commentTags","replyCount","score","userLevelId","userProvince","user_ID","user_name","score1","score2","score3","score4","score5"
五一下单的空调终于到货安装了志高这一款空调外观比较简洁声音不大制冷效果还是不错的虽然在试机时出现小意外(内机漏水)后经师傅检查发现外露排水管过高导致为两位师傅点赞后续使用一段时间再来追评,2024-05-06 17:15:35,10067196650946,大1匹五级能效单冷8-16㎡,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,201,福建,20772672569,2***p,18,1,4,14,5000
第二天就收到货了立马联系师傅预约时间师傅当天就帮安装好还教了一些保养的方法真的不错调试的时候效果也挺好,2024-04-14 21:12:09,10067196650946,大1匹一级能效冷暖变频8-16㎡,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,0,广东,20694125342,y***5,18,1,4,14,5000
外形外观简洁大方柔风效果冷风缓缓送出送货时效送货快捷服务质量安装师傅工作细致出水管都固定了以旧换新方便省事环保高效,2024-04-19 18:55:32,10067196650946,1匹五级能效单冷定频6-13㎡,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,0,重庆,20711802777,y***2,18,1,4,14,5000
志高空调挂机大1匹/1.5匹/2P新能效定频/一级变频一键自清洁节能省电出租房卧室舒适冷暖家用空调1匹五级能效单冷定频6-13㎡制冷效果不错唯一不足的是安装费用高,2024-04-20 15:09:58,10067196650946,1匹五级能效单冷定频6-13㎡,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,201,广东,20714517979,h***c,18,1,4,14,5000
差评以旧换新上门拆机还要别外收取高空作业费这个高空作业费没有一早说明上门后收费也没有标准想收几多都可以,2024-07-01 10:15:37,10067196650946,大1.5匹一级能效变频【店铺热卖】22内㎡,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,1,1,0,海外,21013900322,j***s,18,1,4,14,5000
家里装修选择了志高的照明吊扇志高的空调质量好信价比高老百姓的最佳选择以后添置家电一如既往地选志高,2024-05-24 18:58:54,10067196650946,大1.5匹一级能效变频【店铺热卖】22内㎡,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,201,上海,20844093831,天***凡,18,1,4,14,5000
志高空调质量好物流快服务态度好安装师傅服务态度好手工一流以后需要还买他家产品要买的亲们快点下手噢&hellip,2024-05-13 20:01:25,10067196650946,大1匹一级能效变频【店铺热卖】8-16㎡,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,0,广东,20799073291,j***l,18,1,4,14,5000
一下子又买了三台志高空调前几天买了冰箱洗衣机志高用了十几年的老牌子了以前也是在京东买的质量不错没出过问题所以还是买的志高安装师傅还是不错滴空调弄脏了还是帮我搽干净了走的服务确实不错下次不管是老家还是朋友都推荐,2024-04-27 20:54:35,10067196650946,1.5匹一级能效变频【厂家直发活动热销】,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,201,重庆,20741717621,9***x,18,1,4,14,5000
赶在五一假期安装好了很棒发货很快物流很快安装很快安装没有乱收费最满意的一次安装比想象中要静音加分,2024-05-02 10:48:30,10067196650946,大1匹一级能效变频冷暖【店铺热卖】8-16㎡,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,203,天津,20757421520,j***8,18,1,4,14,5000
空调收到了我是安装在童装店外观很美丽制冷效果也特别好安装工人也很好家里的很多电器都是志高品牌想入手的家人们不用犹豫直接冲,2024-05-02 16:11:34,10067196650946,大1.5匹一级能效变频冷暖【店铺热卖】22内㎡,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,0,河南,20758454181,f***x,18,1,4,14,5000
效果冷暖效果很好静音效果也很好的选了很多家最终还是选大品牌志高的价格也合适安装师傅安装得可以,2024-06-06 16:23:29,10067196650946,1.5匹一级能效变频【工厂活动热销】,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,201,贵州,20900176157,j***i,18,1,4,14,5000
空调到货很快售后也很积极联系安装志高是朋友推荐的性价比高不是第一次买了节能制冷都不错宿舍公司办公室全部安装的志高,2024-05-14 16:06:13,10067196650946,大1匹一级能效变频【店铺热卖】8-16㎡,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,103,广东,20804191144,9***e,18,1,4,14,5000
发货速度快下单两天就收到了外型简洁美观是我喜欢的类型安装速度很快到货当天下午就安装好了期待使用效果,2024-04-19 16:55:30,10067196650946,大1匹一级能效冷暖变频8-16㎡,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,0,福建,20711384290,j***v,18,1,4,14,5000
送货速度很快安装收费也有解释清楚虽然开始派错师傅了但客服很快解决了第二天就来装上了装上看着不错用一段时间再追评吧,2024-04-24 22:14:17,10067196650946,1匹五级能效冷暖5-13㎡,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,201,广东,20730992400,j***2,18,1,4,14,5000
空调还是很不错的量的速度也快省电率的话暂时还不知道等用完一个月后到时候看电费是多少对比的几家这个价格也合适,2024-04-02 10:13:51,10067196650946,大2匹一级能效冷暖变频18-30㎡,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,1,5,103,广东,20648781717,j***ǒ,18,1,4,14,5000
已经安装好了志高空调是老品牌了性价比好空调制冷快还没有什么噪音安装师傅很专业很细心这次购物很满意,2024-03-31 22:42:26,10067196650946,大1.5匹五级能效单冷定频14-20㎡,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,1,5,0,广东,20643892624,j***e,18,1,4,14,5000
空调外形外观白色简洁大方冷暖效果制热效果很好静音效果运行噪音不大感觉还可以产品特色总体性价比很高建议购买,2024-01-27 20:04:15,10067196650946,大1P暖冷变频一级能效+联保6年+基础安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,103,河南,20427693253,j***5,18,1,4,14,5000
已经安装好啦物流很快包装保护的很好没有破损安装师傅很认真高空作业的防护措施做的很到位值得再次购买,2024-03-29 10:09:35,10067196650946,大1.5匹一级能效冷暖变频14-20㎡,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,0,重庆,20633863565,M***凡,18,1,4,14,5000
速度快外形外观大方冷暖效果制冷很快静音效果很好产品特色大气节能效果可以柔风效果温和,2024-04-14 14:08:12,10067196650946,1匹五级能效单冷定频6-13㎡,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,2,5,103,江苏,20692582891,l***y,18,1,4,14,5000
第二次购买至高空调第一次买的是1.5这次小卧室买的1P老品牌质量能够保证售后跟的上柔风效果功能转换灵敏柔风温和送货时效送货上门次日安装服务到位外形外观简洁大方干净清爽静音效果没有杂音老人很喜欢冷暖效果迅速制冷功能转换快,2023-11-22 18:14:39,10067196650946,大1P单冷定频五级能效+联保6年+基础安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,0,四川,20171220669,j***l,18,1,4,14,5000
外形外观外观简单大方很符合年轻人的审美冷暖效果制冷效果特别好又很快静音效果声音不大非常适合宝宝房节能效果用电也不大强烈推荐送货时效前一天晚上下单第二天早上就送过来了,2023-07-16 21:30:02,10067196650946,大1P暖冷变频一级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,1,5,201,广东,19341549704,詹***8,18,1,4,14,5000
货到了物流给力外观完好包装完整售后服务周到维修师傅技术一流送货入户方便快捷空调质量过硬功能实用风速给力运行安静一个凉爽的夏天从空调带来惬意的享受非常推荐购买不错的选择赞赞赞,2023-07-04 19:08:58,10067196650946,大1.5P冷暖变频三级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,1,5,0,广西,19302929271,茶***o,18,1,4,14,5000
空调3天收到货包装完好无损2个安装师傅很快安装好并且调试好安装师傅态度很好有问必答还在使用中后续再来评价产品特色昨晚温度27&deg试一下秒出冷风十分钟整个房间凉快噪音小睡眠静音模式噪音几乎没有而且还可以定时安心睡个好觉节能效果节能效果不错一个小时才0.4&deg电不怕电费多安心使用,2023-06-08 08:58:32,10067196650946,大1P单冷定频五级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,1,5,203,甘肃,19199473254,z***7,18,1,4,14,5000
外形外观不会太大冷暖效果制冷还不错静音效果声音也不会太吵节能效果也不会太耗电柔风效果挺好的送货时效第二天就到了挺快的,2023-07-18 22:45:57,10067196650946,大1P单冷定频五级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,1,5,0,广东,19348315269,j***y,18,1,4,14,5000
外观材质简约大方大气上档次直观感受大气冷暖效果很好静音效果声音很小外形外观外观很漂亮节能省电服务质量挺好的能及时回复解决问题,2023-07-21 12:20:06,10067196650946,大1.5P单冷定频五级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,0,福建,19356273598,j***b,18,1,4,14,5000
外观简约大方大气上档次非常漂亮静音效非常好节能省电制冷快操作简单大品牌值得信赖,2023-07-28 12:02:14,10067196650946,大1.5P暖冷变频一级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,0,陕西,19378661363,j***n,18,1,4,14,5000
一开3秒就感觉到冷气太厉害制冷速度没得说效果很舒服自从有了空调也不失眠了晚上睡觉很香,2023-07-05 12:23:58,10067196650946,大1.5P单冷定频五级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,201,广东,19304836364,x***5,18,1,4,14,5000
买了半个月了也用了半个月当时的物流也很快装机师傅第二天就来装买的是1.5匹我这里的空间40个平方制冷快没噪音很不错,2023-06-30 14:36:43,10067196650946,大1.5P冷暖变频三级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,2,5,0,广东,19289008994,j***6,18,1,4,14,5000
收到货了质量非常不错空调风力很凉爽开了很快凉风度非常OK外形设计很好看非常省电,2023-08-11 22:05:43,10067196650946,大1.5P暖冷变频一级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,103,广东,19525764750,C***2,18,1,4,14,5000
外形外观简约好看冷暖效果温度舒适降温快静音效果没什么声音送货时效很快安装时效预约了立马来安装很快服务好,2023-11-07 17:16:57,10067196650946,大1.5P单冷定频五级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,0,广东,20100306227,j***j,18,1,4,14,5000
这是我家买的第三台志高空调质量一如既往的好外形美观大气制冷效果好静音效果好声音很轻,2023-07-19 20:17:38,10067196650946,大2P暖冷变频三级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,0,浙江,19351143765,j***e,18,1,4,14,5000
外形外观外形外观不错制冷效果也好声音不大没什么噪音节能效果好不是很费电送货快安装时间也快服务很好,2023-08-01 21:47:57,10067196650946,大1P暖冷变频一级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,201,广东,19393108671,j***u,18,1,4,14,5000
外形外观外观漂亮大气档次高端冷暖效果制冷快操作简单全屋很快就凉了非常满意静音效果噪音不大产品特色大品牌值得信赖我以前用的志高空调不错哦所以这次还选志高空调,2023-06-29 10:26:55,10067196650946,大1.5P冷暖变频一级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,103,天津,19285048942,j***x,18,1,4,14,5000
物流很快售后服务超好外形外观外观很好冷暖效果制冷效果好特快的静音效果声音很小小孩睡得安心产品特色很好,2023-08-02 17:26:25,10067196650946,大1P暖冷变频一级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,0,广东,19395523577,j***e,18,1,4,14,5000
一直选择志高空调老品牌质量好静音效果声音很小产品特色老品牌值得信赖冷暖效果不是特别冷很舒服的感觉节能效果很省电柔风效果风很柔和送货时效送货速度快安装时效当天打电话预约当天安装,2023-06-04 21:29:52,10067196650946,大1P冷暖变频一级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,0,湖南,19185553912,j***w,18,1,4,14,5000
外形外观外观漂亮大气冷暖效果制冷快操作简单没一会全屋都凉快了静音效果噪音不大产品特色大品牌值得信赖第一次用志高空调感觉还是很好的,2023-07-06 14:43:54,10067196650946,大1.5P冷暖变频三级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,1,5,0,广西,19308358201,j***q,18,1,4,14,5000
真的超级喜欢质量非常好与卖家描述的一致质量很好买的很合我心意棒棒哒需要的亲们可以放心购买收到货后试了一下很不错质量很好值得拥有五星好评,2023-06-16 21:14:51,10067196650946,大1P单冷定频五级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,1,5,0,广东,19234210722,j***R,18,1,4,14,5000
物流快包装完整外观完好安装师傅技术好热情空调质量好功能实用制冷效果好售后服务也很超好,2023-07-18 12:32:34,10067196650946,大1P单冷定频五级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,103,湖南,19346392848,-***p,18,1,4,14,5000
以前用的就是志高空调制冷效果刚刚的所以这次还选它商家还送了不锈钢支架比较结实新空调制冷效果很好性价比很高以后还选志高,2023-07-16 20:57:33,10067196650946,大1.5P单冷定频五级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,203,四川,19341441889,j***p,18,1,4,14,5000
其实不多说了好东西就是不用多说声音非常小制冷效果也是特别好安装师傅也负责任大家可以购买绝对真实推荐,2023-07-19 00:21:05,10067196650946,大1.5P暖冷变频一级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,201,云南,19348517405,i***M,18,1,4,14,5000
冷暖效果冷热速度很快外形外观美观好看静音效果声音还可以送货时效按时送货上门服务态度非常好安装时效一个多小时安装完成师傅们工作很仔细服务质量客服服务态度也特别好,2023-07-16 06:25:27,10067196650946,大1.5P暖冷变频一级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,201,内蒙古,19338888185,零***1,18,1,4,14,5000
志高空调市场占有率还是很高的是新能耗标准的一级能耗机而且是性价比最高的机器比旧标一级能耗更省电遥控器交互简单适合老人使用安装服务好开机一会就凉快了用了一段时间很nice,2023-08-19 12:33:01,10067196650946,大1P暖冷变频一级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,203,广西,19552603714,j***5,18,1,4,14,5000
老房子新房子都是买的志高空调质量很好制冷速度快静音效果好一次性入了4台价格特优惠618活动需要的朋友赶紧入手哦,2023-06-10 21:32:24,10067196650946,大1P单冷定频五级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,0,广东,19210372378,j***x,18,1,4,14,5000
下单到送货到门速度非常快两个安装师傅服务态度也非常的好空调外观造型很喜欢制冷速度也非常快静音效果很好值得信赖的好品牌,2023-07-08 18:51:46,10067196650946,大1P单冷定频五级能效+联保6年+安装,制冷给力|外观漂亮|美观大方|超级省电|没有杂音|安装服务好|安装师负责|安装快速|风大马力足|非常好用|易于操控|风格独特|耐用性佳,0,5,0,湖南,19315339540,4***k,18,1,4,14,5000
自家出租房用第一次购买申花空调（挂机）这个牌子1P没安装自己找师傅上门安装安装师傅安装完知道抽真空看看有没漏雪种这些空调制冷效果可以外机静音铜管足够3米长铜管也够厚就是买了空调没有支架送不好支架要自己购买,2024-06-26 11:32:35,25864924186,1匹五级能效【单冷】全铜管,制冷给力|高端大气|设计精美|外观漂亮|非常好用|超级省电|风大马力足|安装服务好|安装快速|噪音很小|租房必备|耐用性佳|更为舒适,1,4,0,海外,20994696103,6***h,2000,200,500,500,50000
外形外观外观美致好看又耐看冷暖效果冷风出得快很好静音效果声音又不大风大又凉爽产品特色快凉节能效果节能快一级能效,2024-07-08 19:48:01,25864924186,1.5匹五级能效【冷暖】全铜管,制冷给力|高端大气|设计精美|外观漂亮|非常好用|超级省电|风大马力足|安装服务好|安装快速|噪音很小|租房必备|耐用性佳|更为舒适,4,5,201,广西,21041388764,小***0,2000,200,500,500,50000
外形外观外观外形简单大气很好看冷暖效果单冷的空调制冷效果不错虽然只有一匹但是在五平方米的房间里面足够了静音效果空调静音效果不错做得很好产品特色产品主要的特色就是性价比高非常便宜节能效果价格摆在这里节能就差一点五级能效柔风效果柔风效果也不错送货时效送货时效非常好顺丰送货上门安装时效自己叫的安装师傅服务质量目前来说卖家的服务质量还是可以的,2024-07-12 16:41:33,25864924186,1匹五级能效【单冷】全铜管,制冷给力|高端大气|设计精美|外观漂亮|非常好用|超级省电|风大马力足|安装服务好|安装快速|噪音很小|租房必备|耐用性佳|更为舒适,0,5,201,浙江,21055502932,机***洋,2000,200,500,500,50000
外观挺好看的颜色也很正出风很大出租房使用正好也算是老品牌了开始有点担心安上后感觉真是不错值得信赖的产品不比那些大牌子差价格还比较亲民声音也不大属于节能产品,2024-07-11 09:05:03,25864924186,大1.5匹五级能效【单冷】全铜管,制冷给力|高端大气|设计精美|外观漂亮|非常好用|超级省电|风大马力足|安装服务好|安装快速|噪音很小|租房必备|耐用性佳|更为舒适,1,5,201,黑龙江,21049975609,j***6,2000,200,500,500,50000
干宾馆民宿的挺不多的制冷快没什么噪音外形外观很精致的为了便宜价格很合适特别喜欢一下子买了4台如果有需要还会继续购买的推荐哦,2024-06-20 16:08:25,25864924186,大1.5匹五级能效【冷暖】全铜管,制冷给力|高端大气|设计精美|外观漂亮|非常好用|超级省电|风大马力足|安装服务好|安装快速|噪音很小|租房必备|耐用性佳|更为舒适,1,5,201,辽宁,20967903101,j***h,2000,200,500,500,50000
申花是空调的传统企业申花空调制冷快安静外形小巧美观已经是回购好几次了物流快安装师傅非常专业有礼貌,2024-07-10 22:56:20,25864924186,1匹五级能效【单冷】全铜管,制冷给力|高端大气|设计精美|外观漂亮|非常好用|超级省电|风大马力足|安装服务好|安装快速|噪音很小|租房必备|耐用性佳|更为舒适,1,5,201,广东,21049209630,j***m,2000,200,500,500,50000
我买的是一匹的空调物流到的很快送到家门口空调是我自己安装的制冷效果比较好我的房间不大晚上我是开到2930度盖着被子睡支持大家去购买质量好又便宜,2024-07-11 19:39:58,25864924186,1匹五级能效【冷暖】全铜管,制冷给力|高端大气|设计精美|外观漂亮|非常好用|超级省电|风大马力足|安装服务好|安装快速|噪音很小|租房必备|耐用性佳|更为舒适,0,5,0,上海,21052577111,r***1,2000,200,500,500,50000
已经多次回购的一款空调非常好用物美价廉非常适合出租房使用制冷快风力大外观设计也好看回继续回购我已经买了十几台了,2024-06-26 20:13:02,25864924186,1匹五级能效【单冷】全铜管,制冷给力|高端大气|设计精美|外观漂亮|非常好用|超级省电|风大马力足|安装服务好|安装快速|噪音很小|租房必备|耐用性佳|更为舒适,0,5,201,广东,20997001908,j***3,2000,200,500,500,50000
朋友推荐来的制冷效果真的好噪音很小房间很快就凉快下来了美观凉爽很快就能收到货当天安装会回购,2024-06-20 18:48:43,25864924186,大1.5匹五级能效【冷暖】全铜管,制冷给力|高端大气|设计精美|外观漂亮|非常好用|超级省电|风大马力足|安装服务好|安装快速|噪音很小|租房必备|耐用性佳|更为舒适,0,5,0,湖北,20968698173,j***s,2000,200,500,500,50000
在京东上购买的这款空调价格非常实惠安装也非常快捷外形外观空调的外观就是普通的风格非常好冷暖效果制冷效果非常好一匹的基本可以带到20平米,2024-06-17 17:08:51,25864924186,1匹五级能效【单冷】全铜管,制冷给力|高端大气|设计精美|外观漂亮|非常好用|超级省电|风大马力足|安装服务好|安装快速|噪音很小|租房必备|耐用性佳|更为舒适,1,5,201,天津,20950732551,酷***虹,2000,200,500,500,50000
申花空调质量很好买了14台供粮仓使用顺丰物流到达很快包装完好无损天气热了空调制冷效果非常好售后服务及时处理果然是品牌空调值得信赖还会回购的,2024-06-20 14:08:22,25864924186,3匹五级能效【冷暖】全铜管,制冷给力|高端大气|设计精美|外观漂亮|非常好用|超级省电|风大马力足|安装服务好|安装快速|噪音很小|租房必备|耐用性佳|更为舒适,0,5,201,山东,20967337960,j***7,2000,200,500,500,50000
已安装首先外形精致好看制冷速度快静音好而且又节能客服态度也是很好的物美价廉国货之光会继续回购的上门安装服务快又好,2024-06-27 03:08:43,25864924186,大1匹五级能效【单冷】全铜管,制冷给力|高端大气|设计精美|外观漂亮|非常好用|超级省电|风大马力足|安装服务好|安装快速|噪音很小|租房必备|耐用性佳|更为舒适,1,5,201,山西,20997936154,G***G,2000,200,500,500,50000
申花空调不错快递员安装师傅都很好按照规定时间顺利完成送货安装服务期待使用中冷暖效果趁心如意,2024-06-13 18:23:52,25864924186,大1匹五级能效【冷暖】全铜管,制冷给力|高端大气|设计精美|外观漂亮|非常好用|超级省电|风大马力足|安装服务好|安装快速|噪音很小|租房必备|耐用性佳|更为舒适,0,5,0,山东,20931817376,k***6,2000,200,500,500,50000
为出租房购买的经济实惠制冷效果也不错外观设计上也很漂亮租客反应效果不错这种空调非常适合租房,2024-06-24 10:22:24,25864924186,大1匹五级能效【单冷】全铜管,制冷给力|高端大气|设计精美|外观漂亮|非常好用|超级省电|风大马力足|安装服务好|安装快速|噪音很小|租房必备|耐用性佳|更为舒适,0,5,0,河北,20985508641,S***岚,2000,200,500,500,50000
非常不错制冷效果搜搜凉爽晚上睡觉开28度肯定够了一级能效在开上节能模式就非常省电安装的时候师傅也很专业想办法挂外机这次一次购了六台后面还会在购几台,2024-07-04 10:37:06,25864924186,大1.5匹一级能效【冷暖】节能变频,制冷给力|高端大气|设计精美|外观漂亮|非常好用|超级省电|风大马力足|安装服务好|安装快速|噪音很小|租房必备|耐用性佳|更为舒适,0,5,201,江苏,21025348229,最***儿,2000,200,500,500,50000
这空调非常给力叫师傅来安装安装完成试机制冷效果非常好出风口风机强劲值得购买大家购买..............,2024-06-30 16:33:19,25864924186,1匹五级能效【单冷】全铜管,制冷给力|高端大气|设计精美|外观漂亮|非常好用|超级省电|风大马力足|安装服务好|安装快速|噪音很小|租房必备|耐用性佳|更为舒适,0,5,201,广西,21011688881,j***l,2000,200,500,500,50000
噪音略大不过对得起这个价位,2020-08-13 13:15:13,25864924186,大1.5匹冷暖【14-20㎡】,制冷给力|高端大气|设计精美|外观漂亮|非常好用|超级省电|风大马力足|安装服务好|安装快速|噪音很小|租房必备|耐用性佳|更为舒适,4,3,201,#,14525722239,5***e,2000,200,500,500,50000
空调凉快好用价格便宜质量不错值得推荐是正品很好用价格便宜了很多性价比超高真的特别划算包装也很高端大气上档次值得购买,2024-06-25 12:18:46,25864924186,大1匹五级能效【单冷】全铜管,制冷给力|高端大气|设计精美|外观漂亮|非常好用|超级省电|风大马力足|安装服务好|安装快速|噪音很小|租房必备|耐用性佳|更为舒适,0,5,0,广东,20990683894,j***5,2000,200,500,500,50000
对比了几个品牌这个性价比很高大厂质量一连买了3胎送货速度很快预约安装很方便简约时尚百搭制冷效果试过后是ok的认可,2024-06-30 21:49:08,25864924186,1匹五级能效【单冷】全铜管,制冷给力|高端大气|设计精美|外观漂亮|非常好用|超级省电|风大马力足|安装服务好|安装快速|噪音很小|租房必备|耐用性佳|更为舒适,0,5,103,广东,21012803650,大***1,2000,200,500,500,50000
空调非常好经济实惠办公室一次性买了12台性能也无敌制冷效果杠杠的真心推荐客服回复信息也很快态度非常好,2024-07-07 13:46:37,25864924186,大1.5匹五级能效【单冷】全铜管,制冷给力|高端大气|设计精美|外观漂亮|非常好用|超级省电|风大马力足|安装服务好|安装快速|噪音很小|租房必备|耐用性佳|更为舒适,0,5,201,重庆,21036811892,j***c,2000,200,500,500,50000
外观漂亮功能高效制冷效果很棒物流发单很快安装师傅很热情周到平台客服人员很细致入微的安排服务性价比很高的一款产品&hellip&hellip,2024-06-17 15:39:58,25864924186,1匹五级能效【单冷】全铜管,制冷给力|高端大气|设计精美|外观漂亮|非常好用|超级省电|风大马力足|安装服务好|安装快速|噪音很小|租房必备|耐用性佳|更为舒适,0,5,0,山东,20950282182,j***o,2000,200,500,500,50000
