ACID,name,link,shop_name,price,operation,level,frequency,purify,Type,CWType,horse,good_func,apply_space,Featured,statu,Set_type,apply_house,duct_form,brand,wind_position,NO_drainage,min_height,cost,user_preference,CommentCountStr,AverageScore,GoodCountStr,GeneralCountStr,PoorCountStr,GoodRate
65413686256,海尔（Haier）KFR-35GW/B1GCA81U1,//item.jd.com/65413686256.html,海尔鸿程永泰专卖店,2799.00,键控/遥控，APP操控,一级能效,变频,抗菌，除菌，VP-过滤网,壁挂式,冷暖,1.5匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,海尔（Haier）,#,#,#,#,#,1000+,5,400+,2,2,0.99
10067196650941,志高（CHIGO）空调挂机,//item.jd.com/10067196650941.html,志高爱默生专卖店,1799.00,键控/遥控,五级能效,定频,#,壁挂式,单冷,大1.5匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,志高（CHIGO）,#,#,#,#,#,1万+,5,9400+,5,10+,0.99
10076685482229,春兰（Chunlan）KFR-50GW/AZ3BPdWC-N3,//item.jd.com/10076685482229.html,春兰空调旗舰店,1699.00,键控/遥控,三级能效,变频,无,壁挂式,冷暖,1匹,自清洁，独立除湿,#,#,#,#,#,#,春兰（Chunlan）,#,#,#,#,#,200+,5,100+,0,2,0.98
10088204608606,华凌35HL1 PRO,//item.jd.com/10088204608606.html,华凌骅亨宏业专卖店,1799.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,1.5匹,自清洁,#,#,#,#,#,#,华凌,#,#,#,#,#,500+,5,300+,0,2,0.99
100084857894,小米KFR-35GW/S1A1,//item.jd.com/100084857894.html,京东电器自营官方旗舰店,#,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,1.5匹,#,#,#,#,#,#,#,小米（MI）,#,#,#,#,#,1万+,5,4500+,10+,60+,0.98
10107747112420,奥克斯KFR-35GW/BpR3AQE1(B3),//item.jd.com/10107747112420.html,奥克斯瀚儒专卖店,1899.00,键控/遥控,一级能效,变频,除菌,壁挂式,冷暖,大1.5匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,奥克斯,#,#,#,#,#,3,5,1,0,0,1.0
10103686399842,小米（MI）KFR-26GW/S1A1,//item.jd.com/10103686399842.html,小米智能官方旗舰店,1899.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,大1匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,小米（MI）,#,#,#,#,#,1000+,5,500+,2,10+,0.97
10095331321162,新飞KF-25GW/A11F11-3,//item.jd.com/10095331321162.html,新飞空调官方旗舰店,1039.00,键控/遥控,五级能效,定频,无,壁挂式,单冷,大1匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,新飞,#,#,#,#,#,5000+,5,1400+,8,40+,0.96
10108395071480,禾兰仕HMK-550,//item.jd.com/10108395071480.html,禾兰仕环境电器旗舰店,1899.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,2匹,静音设计，独立除湿,#,#,#,#,#,#,禾兰仕,#,#,#,#,#,12,5,10+,0,0,1.0
10098607433525,海尔JHFX-25LW/03EC31,//item.jd.com/10098607433525.html,海尔智能空调旗舰店,2000.00,键控/遥控,#,定频,#,壁挂式,单冷,#,#,#,#,#,#,#,#,海尔,#,#,#,#,#,500+,5,0,0,0,1.0
100047729260,海信KFR-26GW/S510-X1,//item.jd.com/100047729260.html,海信京东自营旗舰店,1999.00,键控/遥控，APP操控,一级能效,变频,无,壁挂式,冷暖,大1匹,自清洁，静音设计,#,#,#,#,#,#,海信（Hisense）,#,#,#,#,#,20万+,5,13万+,200+,400+,0.99
10096120468721,荣事达（Royalstar）KFRd-35GW/RKEU10DBp+B1,//item.jd.com/10096120468721.html,荣事达飞翔专卖店,1599.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,1匹,#,#,#,#,#,#,#,荣事达（Royalstar）,#,#,#,#,#,40,5,8,0,0,1.0
10098175113516,志高（CHIGO）多组管,//item.jd.com/10098175113516.html,志高爱默生专卖店,4598.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,大2匹,智能调节，静音设计，独立除湿,#,#,#,#,#,#,志高（CHIGO）,#,#,#,#,#,5000+,5,7500+,0,0,1.0
100086056715,美的KFR-35GW/BDN8Y-PH200(1)A,//item.jd.com/100086056715.html,重百家电京东自营专区,2299.00,键控/遥控，APP操控,一级能效,变频,抗菌，银离子抗菌滤网,壁挂式,冷暖,1.5匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,2000+,5,1600+,5,10+,0.99
10065794612353,海尔（Haier）KFR-50L/KCA83U1,//item.jd.com/10065794612353.html,诚信达民电器专营店,4399.00,键控/遥控,三级能效,变频,#,立柜式,冷暖,2匹,独立除湿,#,#,#,#,#,#,海尔（Haier）,#,#,#,#,#,2000+,5,1200+,1,4,0.99
10048108667814,美博（MBO）KFRD-25G/A8-N5,//item.jd.com/10048108667814.html,呈虹电器专营店,1749.00,键控/遥控,五级能效,定频,无,壁挂式,冷暖,1.5匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,美博（MBO）,#,#,#,#,#,1000+,5,300+,4,9,0.96
10109235342456,奥克斯（AUX）KFR-120QW/BPR3YCS(B3),//item.jd.com/10109235342456.html,达达家电拼购店,1688.00,#,一级能效,变频,#,壁挂式,单冷,#,#,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,0,5,0,0,0,1.0
10103152808133,OPING空调挂机大1.5匹冷暖变频壁挂式新风节能定频大风量客厅主卧适用节能省电出租宿舍 大1.5匹 一级能效 单冷全铜管【上门安装】,//item.jd.com/10103152808133.html,久预电器专营店,1626.02,键控/遥控,一级能效,定频,#,壁挂式,单冷,大1.5匹,#,#,#,#,#,#,#,欧品 OPING,#,#,#,#,#,200+,5,100+,0,1,0.99
10105136213976,MELNG美菱KFR-35GW/MKW1C1,//item.jd.com/10105136213976.html,美菱祁际专卖店,1749.00,键控/遥控,一级能效,变频,抗菌，除菌,壁挂式,冷暖,大1.5匹,电辅加热，自清洁，静音设计,#,#,#,#,#,#,MELNG美菱,#,#,#,#,#,500+,5,80+,5,6,0.88
100016091332,三星AR09TSFAAWKNSC,//item.jd.com/100016091332.html,三星空调京东自营旗舰店,3599.00,键控/遥控，APP操控,三级能效,变频,抗菌,壁挂式,冷暖,1匹,无风感，自清洁，独立除湿,#,#,#,#,#,#,三星（SAMSUNG）,#,#,#,#,净化除菌，舒适风,2000+,5,1600+,9,10+,0.98
10106771149806,ZHIZHAHUAXIANGJI深圳三菱电器有限公司出品空调挂机1.5匹变频冷暖一级能效空调独立除湿酷省电壁挂式新风空调 1匹 一级能效 单冷 上门安装,//item.jd.com/10106771149806.html,ZHIZHAHUAXIANGJI空调旗舰店,1179.00,键控/遥控,一级能效,定频,#,壁挂式,冷暖,1.5匹,#,#,#,#,#,#,#,ZHIZHAHUAXIANGJI,#,#,#,#,#,100+,5,100+,0,1,0.99
10031909495893,畅欣KC-18B,//item.jd.com/10031909495893.html,月恒电器专营店,950.00,键控/遥控,一级能效,定频,VP-过滤网,壁挂式,单冷,1匹,独立除湿,#,#,#,#,#,#,畅欣,#,#,#,#,#,1000+,5,300+,4,6,0.96
10101418813468,志高（CHIGO）KFR-35GW/G1C(BP)-05,//item.jd.com/10101418813468.html,志高空调旗舰店,2799.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,大2匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,志高（CHIGO）,#,#,#,#,#,1000+,5,200+,1,1,0.99
10073276509445,申花KFRd-72LW/D1-SH,//item.jd.com/10073276509445.html,申花酷优专卖店,2998.00,键控/遥控,五级能效,定频,抗菌，除菌,立柜式,单冷,大3匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,申花,#,#,#,#,#,5000+,5,2600+,20+,60+,0.96
100097600344,美的KFR-26GW/N8XHC1Ⅱ,//item.jd.com/100097600344.html,通程电器京东自营专区,2099.00,键控/遥控，APP操控,一级能效,变频,抗菌,壁挂式,冷暖,大1匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,2000+,5,1200+,4,10+,0.98
10103271681931,ZHIZHAHUAXIANGJI【一级能效】冷暖空调出租屋家用空调卧室冷单冷挂机大风量节能省电强劲制冷卧室壁挂式 大1匹 冷暖 铜管【不包安装】,//item.jd.com/10103271681931.html,糯面空调专营店,1449.00,键控/遥控,一级能效,定频,#,壁挂式,冷暖,大1.5匹,#,#,#,#,#,#,#,ZHIZHAHUAXIANGJI,#,#,#,#,#,1000+,5,200+,2,9,0.96
10048106694100,美博（MBO）空调 单冷挂机 新能效 节能 家用 卧室 客厅 出租房 自清洁 除湿 静音 定频 商用 壁挂式  包安装 1.5匹单冷 含安装,//item.jd.com/10048106694100.html,呈虹电器专营店,1649.00,键控/遥控,五级能效,定频,无,壁挂式,单冷,1.5匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,美博（MBO）,#,#,#,#,#,500+,5,200+,3,8,0.95
10078198915693,海尔（Haier）KFR-72GW/18MDA83T1U1,//item.jd.com/10078198915693.html,海尔虹图专卖店,4399.00,键控/遥控，APP操控,三级能效,变频,无,壁挂式,冷暖,3匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,海尔（Haier）,#,#,#,#,#,500+,5,200+,2,2,0.98
10105158758229,HISENSEKY-30/A-F,//item.jd.com/10105158758229.html,京优选品电器小店,1459.00,#,三级能效,定频,#,#,单冷,#,#,#,#,#,#,#,#,HISENSE,#,#,#,#,#,57,5,10,0,0,1.0
10097697433080,海信（Hisense）KFR-72GW/K220D-A1,//item.jd.com/10097697433080.html,海信空调优选旗舰店,4488.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,3匹,#,#,#,#,#,#,#,海信（Hisense）,#,#,#,#,#,1000+,5,700+,1,0,0.99
10095050508605,新飞（Frestec）KFR-35GW/HFCT1-XB1,//item.jd.com/10095050508605.html,新飞空调智选旗舰店,1399.00,键控/遥控,五级能效,定频,#,壁挂式,冷暖,大1匹,#,#,#,#,#,#,#,新飞（Frestec）,#,#,#,#,#,1000+,5,400+,8,20+,0.94
100084621106,云米KFRd-35GW/Y3PQ7-A1,//item.jd.com/100084621106.html,云米智能京东自营旗舰店,1699.00,键控/遥控，APP操控,一级能效,变频,VP-过滤网,壁挂式,冷暖,1.5匹,智能调节，无风感，自清洁,#,#,#,#,#,#,云米（VIOMI）,#,#,#,#,#,1万+,5,4800+,20+,50+,0.98
10051997027361,HYUNDAIKFRd-35GW/A9-21XD,//item.jd.com/10051997027361.html,酷潮电器专营店,1599.00,键控/遥控,五级能效,定频,#,壁挂式,冷暖,1.5匹,#,#,#,#,#,#,#,HYUNDAI,#,#,#,#,#,5000+,5,3200+,10+,10+,0.99
10047306286022,申花（SHENHUA）KFRd-35GW/A7-2SH,//item.jd.com/10047306286022.html,酷潮电器专营店,1099.00,键控/遥控,五级能效,定频,#,壁挂式,单冷,1匹,#,#,#,#,#,#,#,申花（SHENHUA）,#,#,#,#,#,1万+,5,5100+,10+,50+,0.98
100061547607,海尔KFR-50GW/24PAA81U1,//item.jd.com/100061547607.html,海尔京东自营旗舰店,3899.00,键控/遥控,一级能效,变频,抗菌，除菌,壁挂式,冷暖,2匹,自清洁,#,#,#,#,#,#,海尔（Haier）,#,#,#,#,#,50万+,5,39万+,700+,1400+,0.99
10048106694101,美博（MBO）空调 单冷挂机 新能效 节能 家用 卧室 客厅 出租房 自清洁 除湿 静音 定频 商用 壁挂式  包安装 2匹单冷 含安装,//item.jd.com/10048106694101.html,呈虹电器专营店,2699.00,键控/遥控,五级能效,定频,无,壁挂式,单冷,2匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,美博（MBO）,#,#,#,#,#,500+,5,200+,3,8,0.95
10099667126046,SANSUI山水空调,//item.jd.com/10099667126046.html,优源汇专营店,1409.00,键控/遥控,一级能效,变频,#,壁挂式,冷暖,1匹,#,#,#,#,#,#,#,SANSUI,#,#,#,#,#,5000+,5,3100+,20+,100+,0.96
10098881128525,东宝（DONGBAO）KFRd-72LW/D1-DB(R5),//item.jd.com/10098881128525.html,夏宝电器专营店,2798.00,键控/遥控,五级能效,定频,除PM2.5,立柜式,单冷,大3匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,东宝（DONGBAO）,#,#,#,#,#,200+,5,100+,0,3,0.97
36943643649,富士通（FUJITSU）ASQG09KTCA (KFR-25G/Bpkta),//item.jd.com/36943643649.html,富士通空调旗舰店,4599.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,1匹,静音设计，可拆洗,#,#,#,#,#,#,富士通（FUJITSU）,#,#,#,#,#,500+,5,200+,4,2,0.97
10088078412106,扬子（YAIR）KFRd-35GW/LFG155fT1,//item.jd.com/10088078412106.html,大卖经营部,1699.00,#,三级能效,变频,#,壁挂式,冷暖,#,#,#,#,#,#,#,#,扬子（YAIR）,#,#,#,#,#,91,5,20+,0,1,0.96
10052003174302,LeaderKFR-50LW/02WDB81TU,//item.jd.com/10052003174302.html,海尔蓝海远航专卖店,500.00,键控/遥控,五级能效,变频,VP-过滤网,壁挂式,冷暖,1.5匹,智能调节,#,#,#,#,#,#,Leader,#,#,#,#,#,500+,5,0,0,0,1.0
100025354416,扬子KFR-72LW/Q151fB3,//item.jd.com/100025354416.html,扬子空调京东自营旗舰店,3699.00,键控/遥控,三级能效,变频,无,立柜式,冷暖,3匹,静音设计，独立除湿,#,#,#,#,#,#,扬子（YAIR）,#,#,#,#,#,2万+,5,1.8万+,30+,100+,0.99
10104848506089,DE JIANG QIU采用格力压缩机空调挂机大1匹大1.5P变频定频单冷暖新一级能效大风口快速制冷壁挂式空调挂机 大1匹 一级能效 单冷 上门安装,//item.jd.com/10104848506089.html,精选百货好店,1210.00,键控/遥控,一级能效,定频,#,壁挂式,冷暖,大1.5匹,#,#,#,#,#,#,#,DE JIANG QIU,#,#,#,#,#,3,1,0,0,1,0.0
10107643368813,AMCOR空调1.5匹变频冷暖一级能效空调挂机 酷省电壁挂式卧室新风空调 客厅空调酷静冷暖空调 独立除湿 1.5匹 套装 冷暖【全铜管】 JD基础安装,//item.jd.com/10107643368813.html,佳音电器专营店,1560.00,键控/遥控,五级能效,定频,除PM2.5，除甲醛，除菌,壁挂式,冷暖,1.5匹,智能调节，新风，独立除湿,#,#,#,#,#,#,AMCOR,#,#,#,#,#,100+,5,70+,0,3,0.96
10067002595593,小米（MI）KFR-35GW/N1A1,//item.jd.com/10067002595593.html,小米中大云商专卖店,1899.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,1.5匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,小米（MI）,#,#,#,#,#,1万+,5,3100+,20+,60+,0.97
10072444793180,winvoKFR-35GW/BPYT-LB1,//item.jd.com/10072444793180.html,嘉毅德电器专营店,1599.00,键控/遥控,五级能效,定频,#,壁挂式,冷暖,1.5匹,智能调节，静音设计，独立除湿,#,#,#,#,#,#,winvo,#,#,#,#,#,5000+,5,1800+,10+,30+,0.97
100097729700,美的KFR-26GW/BDN8Y-TA101(1)A,//item.jd.com/100097729700.html,美的空调京东自营官方旗舰店,3499.00,键控/遥控，APP操控,一级能效,变频,除菌,壁挂式,冷暖,大1匹,无风感，电辅加热，自清洁,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,5000+,5,5100+,5,10+,0.99
10066384216832,小米（MI）KFR-35GW/N,//item.jd.com/10066384216832.html,小米中大云商专卖店,1899.00,键控/遥控，APP操控,三级能效,变频,抗菌,壁挂式,冷暖,1.5匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,小米（MI）,#,#,#,#,#,1000+,5,300+,4,10+,0.95
10046844730786,海尔（Haier）KFR-26GW,//item.jd.com/10046844730786.html,海尔欣盛空调专卖店,2399.00,键控/遥控，APP操控,一级能效,变频,抗菌，银离子抗菌滤网,壁挂式,冷暖,1.5匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,海尔（Haier）,#,#,#,#,#,2万+,5,1.6万+,20+,50+,0.99
10097543904844,澳柯玛（AUCMA）KFR-35GW/BpE-1,//item.jd.com/10097543904844.html,澳柯玛空调旗舰店,1929.00,键控/遥控,三级能效,变频,#,壁挂式,冷暖,1.5匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,澳柯玛（AUCMA）,#,#,#,#,#,1000+,5,400+,4,3,0.98
40956292667,奥克斯（AUX）3匹挂,//item.jd.com/40956292667.html,奥克斯天誉成专卖店,4099.00,键控/遥控,一级能效,变频,VP-过滤网,壁挂式,冷暖,3匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,2000+,5,1200+,5,10+,0.98
10101530872232,AMCOR空调,//item.jd.com/10101530872232.html,AMCOR电器旗舰店,250.00,键控/遥控,一级能效,变频,#,壁挂式,单冷,1匹,#,#,#,#,#,#,#,AMCOR,#,#,#,#,#,1000+,5,0,0,0,1.0
10098155224421,格力（GREE）KFR-26GW/NhGd1B,//item.jd.com/10098155224421.html,格力环境电器旗舰店,2249.00,键控/遥控,三级能效,变频,无,壁挂式,冷暖,大1匹,智能调节，无风感，自清洁,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,5000+,5,1900+,10+,9,0.98
10088274801393,MEIPONT美邦空调1.5匹新一级能效变频冷暖空调静音挂机节能省电柔风挂壁式舒适风支持鸿蒙智联 1.5匹 一级能效 【限时1799抢】,//item.jd.com/10088274801393.html,meipont官方旗舰店,1799.00,键控/遥控，APP操控,一级能效,变频,除PM2.5，除甲醛，抗菌,壁挂式,冷暖,1.5匹,智能调节，自清洁，可拆洗,#,#,#,#,#,#,MEIPONT,#,#,#,#,#,500+,5,300+,0,1,0.99
10094300346487,美的（Midea）KFR-35GW/N8ZHA1 II,//item.jd.com/10094300346487.html,美的空调云蜂专卖店,2099.00,键控/遥控，APP操控,一级能效,变频,无,壁挂式,冷暖,1匹,#,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,5000+,5,3200+,10+,10+,0.99
10074151185072,申花（SHENHUA）KFRd-35GW/A6-31SH（Bp3）,//item.jd.com/10074151185072.html,申花夏宝专卖店,1249.00,键控/遥控,五级能效,定频,无,壁挂式,冷暖,1匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,申花（SHENHUA）,#,#,#,#,#,200+,5,30+,2,2,0.89
10089925879610,申花（SHENHUA）KFRd-35GW/A9-2SH(B5),//item.jd.com/10089925879610.html,申花空调旗舰店,1199.00,键控/遥控,一级能效,变频,无,壁挂式,单冷,1.5匹,独立除湿，可拆洗,#,#,#,#,#,#,申花（SHENHUA）,#,#,#,#,#,20万+,5,9万+,1200+,4500+,0.94
25864924188,申花（SHENHUA）KFRd-35GW/A9-2SH(B5),//item.jd.com/25864924188.html,申花空调旗舰店,898.00,键控/遥控,五级能效,定频,无,壁挂式,单冷,1匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,申花（SHENHUA）,#,#,#,#,#,20万+,5,9万+,1200+,4500+,0.94
10105048150627,先科（SAST）空调采用美的美芝压缩机1.5P挂机柜机家用卧室客厅办公室壁挂式冷暖智能定频变频节能省电 1匹 五级能效 单冷【9-12㎡】铝管 提供 JD安装服务,//item.jd.com/10105048150627.html,先科品翔专卖店,1238.00,键控/遥控,五级能效,定频,#,壁挂式,单冷,1匹,#,#,#,#,#,#,#,先科,#,#,#,#,#,200+,5,200+,0,0,1.0
10108282605647,华凌KFR-35GW/N8HL1 pro,//item.jd.com/10108282605647.html,汇暖鑫电器专营店,1699.00,键控/遥控，APP操控,一级能效,变频,无,壁挂式,冷暖,1.5匹,智能调节，自清洁，独立除湿，可拆洗,#,#,#,#,#,#,华凌,#,#,#,#,#,0,5,0,0,0,1.0
10101378299692,AMCOR空调挂机1匹1.5匹变频冷暖新风节能省电大风量客厅家用卧室挂式壁空调除湿出租屋 大1匹 单冷包含安装【18㎡】凌达压缩机,//item.jd.com/10101378299692.html,合灿电器专营店,1699.00,键控/遥控,五级能效,定频,除PM2.5，除甲醛，除菌,壁挂式,单冷,大1匹,新风，独立除湿，可拆洗,#,#,#,#,#,#,AMCOR,#,#,#,#,#,88,5,60+,0,1,0.98
10096384220426,申花（SHENHUA）KFRd-36GW/F4-2SH(BpR1),//item.jd.com/10096384220426.html,申花空调旗舰店,1199.00,键控/遥控,一级能效,变频,#,壁挂式,单冷,大1匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,申花（SHENHUA）,#,#,#,#,#,1万+,5,3300+,40+,100+,0.94
10069106304831,奥克斯（AUX）KFR-72LW/BpR3PYA1(B2),//item.jd.com/10069106304831.html,乐优美家电卖场店,3599.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,大2匹,自清洁,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,1万+,5,3000+,10+,40+,0.98
100080655975,荣事达KFRd-26GW/RACL10+B5,//item.jd.com/100080655975.html,荣事达空调商用京东自营旗舰店,1309.00,键控/遥控,五级能效,定频,无,壁挂式,冷暖,1匹,可拆洗,#,#,#,#,#,#,荣事达,#,#,#,#,#,2000+,5,1500+,4,7,0.99
51805707563,荣事达（Royalstar）KFRd-72LW/RZAH20DBp+B1,//item.jd.com/51805707563.html,荣事达空调专卖店,3009.00,键控/遥控,一级能效,变频,无,立柜式,冷暖,大2匹,独立除湿，可拆洗,#,#,#,#,#,#,荣事达（Royalstar）,#,#,#,#,#,1000+,5,200+,6,10+,0.93
100087217177,KFR-26GW/JP1-1(W),//item.jd.com/100087217177.html,京东MALL成都自营旗舰店,4199.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,1匹,#,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,200+,5,40+,0,0,1.0
10098114625315,DAlKE戴克C款,//item.jd.com/10098114625315.html,DAlKE戴克巨人福专卖店,1199.00,键控/遥控,三级能效,定频,#,壁挂式,单冷,大1匹,#,#,#,#,#,#,#,DAlKE戴克,#,#,#,#,#,500+,5,200+,2,10+,0.93
100017835101,海尔KFR-35GW/02KBB83U1,//item.jd.com/100017835101.html,海尔京东自营旗舰店,2299.00,键控/遥控，APP操控,三级能效,变频,无,壁挂式,冷暖,1.5匹,智能调节，自清洁，独立除湿,#,#,#,#,#,#,海尔（Haier）,#,#,#,#,#,50万+,5,39万+,700+,1400+,0.99
10108160859641,巨省电空调 大匹5匹2匹新能效智能冷暖变频挂机 新风空调2023版1.5匹新1级35GWF3A1,//item.jd.com/10108160859641.html,有序生活馆小铺,2864.63,#,一级能效,变频,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,5,0,0,0,1.0
10102327151331,夏新KF-26GW/AMKL,//item.jd.com/10102327151331.html,夏新空调旗舰店,1799.00,键控/遥控,一级能效,变频,无，VP-过滤网,壁挂式,冷暖,大1匹,自清洁，静音设计，可拆洗,#,#,#,#,#,#,夏新,#,#,#,#,#,2000+,5,700+,4,20+,0.97
10108972073620,奥克斯（AUX）KFR-35GWBpR3AQG29(B1),//item.jd.com/10108972073620.html,智会家用电器小店,2799.00,#,一级能效,变频,#,壁挂式,冷暖,#,#,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,94,5,90+,0,0,1.0
10097090462397,小米（MI）KFR-35GW/R1X1,//item.jd.com/10097090462397.html,就那家小店,1928.00,#,一级能效,变频,#,壁挂式,冷暖,#,#,#,#,#,#,#,#,小米（MI）,#,#,#,#,#,100+,5,40+,1,1,0.95
100008847233,海信KFR-72LW/A390-X1,//item.jd.com/100008847233.html,海信京东自营旗舰店,4699.00,键控/遥控，APP操控,一级能效,变频,抗菌,立柜式,冷暖,3匹,智能调节，自清洁，静音设计,#,#,#,#,#,#,海信（Hisense）,#,#,#,#,#,10万+,5,9.5万+,100+,300+,0.99
10097928764503,欧品（oping）空调 一级能效 1.5匹冷暖 节能省电变频除湿 快速制冷 小型家用 大1.5匹 一级能效 冷暖+不含安装 全国十年质保,//item.jd.com/10097928764503.html,诗霖电器小店,1529.00,#,一级能效,变频,#,壁挂式,冷暖,#,#,#,#,#,#,#,#,欧品（oping）,#,#,#,#,#,100+,5,100+,0,0,1.0
10068735645651,荣事达（Royalstar）KFRd-26GW/RACL10+B5,//item.jd.com/10068735645651.html,乐彩电器专营店,1549.00,键控/遥控,五级能效,定频,无,壁挂式,冷暖,1.5匹,独立除湿,#,#,#,#,#,#,荣事达（Royalstar）,#,#,#,#,#,100+,4,10+,0,2,0.84
10041710838612,格力（GREE）KFR-35GW/NhGe3B,//item.jd.com/10041710838612.html,格力董明珠店16号店,2449.00,键控/遥控,三级能效,变频,抗菌,壁挂式,冷暖,1.5匹,自清洁，可拆洗,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,100+,5,30+,0,2,0.95
100101257385,奥克斯KFR-35GW/BpR3AQF19(B1),//item.jd.com/100101257385.html,重百家电京东自营专区,#,键控/遥控,一级能效,变频,除菌,壁挂式,冷暖,大1.5匹,自清洁，静音设计，可拆洗,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,5000+,5,4400+,9,20+,0.99
10106829371535,小米KF-26GW/C2A5,//item.jd.com/10106829371535.html,小米智囊专卖店,1499.00,键控/遥控，APP操控,五级能效,定频,#,壁挂式,单冷,大1匹,#,#,#,#,#,#,#,小米,#,#,#,#,#,21,5,6,0,0,1.0
10102555361974,申花空调立式柜机一级能效3匹2匹自清洁变频冷暖节能省电客厅空调 大3匹 套装 单冷柜机【全铜管】 不含安装服务+全国6年联保,//item.jd.com/10102555361974.html,空调厂里批发小店,3099.00,#,五级能效,定频,#,立柜式,单冷,#,#,#,#,#,#,#,#,申花（SHENHUA）,#,#,#,#,#,200+,5,100+,3,4,0.95
100086878031,TCLKFR-35GW/RD3Ta+B1,//item.jd.com/100086878031.html,TCL京东自营官方旗舰店,3199.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,1.5匹,#,#,#,#,#,#,#,TCL,#,#,#,#,#,4,5,0,0,0,1.0
17168955008,奥克斯（AUX）KFR-35GW/BpR3AQE1(B1),//item.jd.com/17168955008.html,奥克斯空调万盛达专卖店,1619.00,键控/遥控,三级能效,变频,抗菌,壁挂式,冷暖,大1匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,1万+,5,7800+,20+,70+,0.98
10107071942848,奥克斯（AUX）KFR-72LW/BpR3PYA1(B1),//item.jd.com/10107071942848.html,奥克斯空调智选旗舰店,3499.00,键控/遥控,一级能效,变频,#,立柜式,冷暖,大2匹,#,#,#,#,#,#,#,奥克斯（AUX）,#,#,#,#,#,2万+,5,1.1万+,30+,100+,0.98
10105593589693,美的（Midea）KFR-35GW/N8XHC1Ⅱ,//item.jd.com/10105593589693.html,美的空调精选旗舰店,2099.00,键控/遥控，APP操控,一级能效,变频,无,壁挂式,冷暖,1匹,智能调节，自清洁，可拆洗,#,#,#,#,#,#,美的（Midea）,#,#,#,#,#,16,5,9,0,0,1.0
10098846184497,海尔（Haier）KFR-22GW/01PAA81U1,//item.jd.com/10098846184497.html,海尔优选空调旗舰店,2049.00,键控/遥控，APP操控,一级能效,变频,#,壁挂式,冷暖,小1匹,自清洁，静音设计，独立除湿,#,#,#,#,#,#,海尔（Haier）,#,#,#,#,#,2000+,5,700+,9,8,0.97
10027456694039,格力（GREE）KFR-26GW/NhGd1B,//item.jd.com/10027456694039.html,格力官方旗舰店,2499.00,键控/遥控,一级能效,变频,无,壁挂式,冷暖,1匹,自清洁，独立除湿，可拆洗,#,#,#,#,#,#,格力（GREE）,#,#,#,#,#,10万+,5,2.7万+,200+,500+,0.97
